,Game,url,ProductID,System,xCloud,Status,Removed,Release,Metacritic,Genre_x,Series_X_S,ESRB_x,ESRB_Content_Descriptors,Community_Notes,asset_count,developer,has_gamepass_remediation,is_xpa,prices,publisher,release_date,rating_30_days.AggregateTimeSpan,rating_30_days_avg,rating_30_days.PlayCount,rating_30_days.PurchaseCount,rating_30_days_count,rating_30_days.RentalCount,rating_30_days.TrialCount,rating_7_days.AggregateTimeSpan,rating_7_days_avg,rating_7_days.PlayCount,rating_7_days.PurchaseCount,rating_7_days_count,rating_7_days.RentalCount,rating_7_days.TrialCount,rating_alltime.AggregateTimeSpan,rating_alltime_avg,rating_alltime.PlayCount,rating_alltime.PurchaseCount,rating_alltime_count,rating_alltime.RentalCount,rating_alltime.TrialCount,current_price,days_since_release,days_since_gp_add,momentum,discovery_capture,quality_retention,rating_trend_7d_vs_alltime,is_day_one_gp,Genre,genre_median_momentum,lift_vs_genre_momentum,conditioned_median_momentum,lift_vs_rating_momentum,zscore_momentum,genre_median_discovery_capture,lift_vs_genre_discovery_capture,conditioned_median_discovery_capture,lift_vs_rating_discovery_capture,zscore_discovery_capture,genre_median_quality_retention,lift_vs_genre_quality_retention,conditioned_median_quality_retention,lift_vs_rating_quality_retention,zscore_quality_retention,party_type
587,Unto the End,https://www.xbox.com/en-us/games/store/Unto-The-End/9MVJ0W5N2L2Q,9MVJ0W5N2L2Q,Xbox / PC,None,Removed,Dec 2021,Dec 2020,66,Action-Adventure,No relation,T,"Vio, Blo",,28,2 ton studios / stage clear studios,False,,,big sugar games,2020-12-09T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.0,0.0,0,1268,0,0,24.99,1880,1880,0.0,0.0,-3.0,-3.0,True,Action-Adventure,18.575,-18.575,0.0,,,0.055,-0.055,0.0,,,0.0,-3.0,0.0,,,3rd Party
588,The Dark Pictures Anthology: Man Of Medan,https://www.xbox.com/en-us/games/store/The-Dark-Pictures-Anthology-Man-Of-Medan/BZZ0Q9ZMM7GX,BZZ0Q9ZMM7GX,Xbox / PC,None,Removed,Dec 2021,Aug 2019,69,Adventure,No relation,M,"Blo, SugThe, DruRef, StrLan, IntVio",,17,supermassive games,False,,,bandai namco,2019-08-30T04:00:00.0000000Z,30Days,4.7,0.0,0,7,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.9,0.0,0,4011,0,0,19.99,2368,2002,14.29,0.02,0.8,1.1,False,Adventure,13.64,0.6499999999999986,14.29,,,0.02,0.0,0.03,,,0.0,0.8,0.2,,,3rd Party
589,Guacamelee! 2,https://www.xbox.com/en-us/games/store/Guacamelee-2/9NVK1W7L093S,9NVK1W7L093S,Xbox / PC,Touch Controls,Removed,Dec 2021,Aug 2018,85,Brawler / Platformer / Action-Adventure,No relation,E10,"AlcRef, FanVio, MilLan",,32,drinkbox studios,False,,,drinkbox studios,2019-01-18T17:00:00.0000000Z,30Days,4.5,0.0,0,2,0,0,7Days,4.0,0.0,0,1,0,0,AllTime,4.4,0.0,0,1187,0,0,19.99,2733,2429,50.0,0.08,0.1,-0.4,False,Brawler / Platformer / Action-Adventure,25.0,25.0,25.0,,,0.01,0.07,0.01,,,0.1,0.0,0.1,,,3rd Party
590,SUPERHOT,https://www.xbox.com/en-us/games/store/SUPERHOT/BVZ0D05W8MP2,BVZ0D05W8MP2,PC,None,Removed,Dec 2021,Feb 2016,83,First-Person Shooter,FPS Boost,T,Vio,,12,superhot team,False,,,superhot team,2016-05-03T00:00:00.0000000Z,30Days,4.4,0.0,0,7,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.4,0.0,0,9882,0,0,24.99,3645,2429,14.29,0.01,0.0,0.6,False,First-Person Shooter,24.04,-9.75,19.740000000000002,,,0.08,-0.07,0.055,,,0.0,0.0,-0.1,,,3rd Party
591,Lego Batman 2 DC Super Heroes,https://www.xbox.com/en-us/games/store/LEGO-Batman-2/BVWMP1MBMNCP,BVWMP1MBMNCP,XB360/OG Xbox,None,GwG Permanent,Nov 2021,Jun 2012,71,Action-Adventure,No relation,E10,CarVio,,12,tt games,False,,,warner bros. interactive entertainment,2012-06-19T00:00:00.0000000Z,30Days,4.9,0.0,0,30,0,0,7Days,4.6,0.0,0,8,0,0,AllTime,4.7,0.0,0,1654,0,0,19.99,4985,1545,26.67,0.48,0.2,-0.1,False,Action-Adventure,18.575,8.095000000000002,0.0,,,0.055,0.425,0.0,,,0.0,0.2,0.0,,,3rd Party
592,Moving Out,https://www.xbox.com/en-us/games/store/Moving-Out/9NXPBSMHPLTV,9NXPBSMHPLTV,XB1/Series X|S,None,GwG Temporary,Nov 2021,Apr 2020,78,Simulation,No relation,E,MilCarVio,,15,smg studio & devm games,False,,,team17,2020-04-28T04:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,1424,0,0,4.99,2124,1545,0.0,0.0,-3.5,-3.5,False,Simulation,16.67,-16.67,20.98,,,0.04,-0.04,0.08,,,-0.1,-3.4,0.25,,,3rd Party
593,Call of the Sea,https://www.xbox.com/en-us/games/store/Call-of-the-Sea/9P27ZMZ7FDPZ,9P27ZMZ7FDPZ,Xbox / PC,Touch Controls,Removed,Nov 2021,Dec 2020,79,Adventure / RPG,Optimized,T,"Vio, Blo, UseTob",,28,out of the blue,False,,,raw fury,2020-12-08T00:00:00.0000000Z,30Days,4.4,0.0,0,13,0,0,7Days,4.1,0.0,0,8,0,0,AllTime,4.4,0.0,0,2770,0,0,19.99,1880,1880,61.54,0.29,0.0,-0.3,True,Adventure / RPG,3.57,57.97,7.14,,,0.03,0.26,0.06,,,-0.05,0.05,0.0,,,3rd Party
594,Haven,https://www.xbox.com/en-us/games/store/Haven/9NZL91Q08XRV,9NZL91Q08XRV,Xbox / PC,Touch Controls,Removed,Nov 2021,Dec 2020,75,Adventure / RPG,Optimized,M,"FanVio, ParNud, SexThe, UseDru",,35,the game bakers,False,,,the game bakers,2020-12-03T14:00:00.0000000Z,30Days,4.4,0.0,0,5,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,3141,0,0,24.99,1880,1880,0.0,0.0,-0.1,-4.5,True,Adventure / RPG,3.57,-3.57,0.0,,,0.03,-0.03,0.0,,,-0.05,-0.05,-2.3499999999999996,,,3rd Party
595,Va-11 Hall-A: Cyberpunk Bartender Action,https://www.xbox.com/en-us/games/store/VA-11-Hall-A-Cyberpunk-Bartender-Action/9P9C1HB78K05,9P9C1HB78K05,PC,None,Removed,Nov 2021,Jun 2016,77,Adventure / Simulation,No relation,M,"SexThe, UseAlc, StrLan",,20,sukeban games,False,,,ysbryd games,2020-12-03T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.9,0.0,0,1031,0,0,14.99,3524,1880,0.0,0.0,-1.9,-2.9,False,Adventure / Simulation,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.2,-2.1,-1.9,,,3rd Party
596,Hello Neighbor,https://www.xbox.com/en-us/games/store/Hello-Neighbor/C0G1L18DT97K,C0G1L18DT97K,Xbox / PC,Touch Controls,Removed,Nov 2021,Dec 2017,42,Strategy / Puzzle,No relation,E10,FanVio,,13,dynamic pixels,False,,,tinybuild,2017-12-08T00:00:00.0000000Z,30Days,4.5,0.0,0,41,0,0,7Days,4.9,0.0,0,8,0,0,AllTime,3.4,0.0,0,5030,0,0,29.99,2976,2672,19.51,0.16,1.1,1.5,False,Strategy / Puzzle,34.755,-15.245000000000001,19.51,,,0.195,-0.035,0.16,,,-0.6499999999999999,1.75,1.1,,,3rd Party
597,SINNER: Sacrifice for Redemption,https://www.xbox.com/en-us/games/store/SINNER-Sacrifice-for-Redemption/9P015XPL7QZH,9P015XPL7QZH,PC,None,Removed,Nov 2021,Oct 2018,63,RPG / Action-Adventure,No relation,M,"Blo, Vio",,14,dark star,False,,,another indie,2018-10-18T00:00:00.0000000Z,30Days,3.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.8,0.0,0,851,0,0,18.99,2672,2672,0.0,0.0,0.2,-2.8,True,RPG / Action-Adventure,21.715,-21.715,25.0,,,0.05500000000000001,-0.05500000000000001,0.13,,,-0.1,0.30000000000000004,0.0,,,3rd Party
598,Oxenfree,https://www.xbox.com/en-us/games/store/Oxenfree/BSK1GN27RB8R,BSK1GN27RB8R,PC,Yes,Removed,Nov 2021,Jan 2016,78,Adventure,No relation,T,"SexThe, DruRef, Vio, Lan, UseOfAlcAndTob",,18,night school studio,False,,,night school studio,2016-01-15T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.2,0.0,0,5406,0,0,9.99,3676,2886,50.0,0.02,0.8,0.8,False,Adventure,13.64,36.36,12.375,,,0.02,0.0,0.025,,,0.0,0.8,-0.05,,,3rd Party
599,Rocket Knight,https://www.xbox.com/en-us/games/store/Rocket-Knight/BPN5TS0DS1KD,BPN5TS0DS1KD,XB360/OG Xbox,None,GwG Permanent,Nov 2021,Oct 2017,72,Action-Adventure,No relation,E10,CarVio,,24,climax studios ltd,False,,,konami,2010-05-12T00:00:00.0000000Z,30Days,4.6,0.0,0,5,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.1,0.0,0,221,0,0,14.99,3037,1545,20.0,0.45,0.5,0.9,False,Action-Adventure,18.575,1.4250000000000007,0.0,,,0.055,0.395,0.0,,,0.0,0.5,0.0,,,3rd Party
600,Hover,https://www.xbox.com/en-us/games/store/Hover/BS39NGVS2SP7,BS39NGVS2SP7,XB1/Series X|S,None,GwG Temporary,Nov 2021,Aug 2017,69,Action,No relation,E,MilLan,,19,midgar studio & fusty game,False,,,playdius,2018-09-19T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.8,0.0,0,502,0,0,24.99,3098,1576,0.0,0.0,-2.8,-2.8,False,Action,13.64,-13.64,0.0,,,0.02,-0.02,0.0,,,0.0,-2.8,0.0,,,3rd Party
601,River City Girls,https://www.xbox.com/en-us/games/store/River-City-Girls/9NN69HFJ8SX1,9NN69HFJ8SX1,Xbox / PC,Touch Controls,Removed,Nov 2021,Sep 2019,80,Brawler,No relation,E10,"FanVio, Lan, MilBlo, SugThe",,17,wayforward,False,,,wayforward,2019-09-05T13:00:00.0000000Z,30Days,4.8,0.0,0,4,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.2,0.0,0,1371,0,0,29.99,2337,1910,25.0,0.07,0.6,0.8,False,Brawler,27.884999999999998,-2.884999999999998,25.0,,,0.07500000000000001,-0.0050000000000000044,0.07,,,0.4,0.19999999999999996,0.6,,,3rd Party
602,Star Renegades,https://www.xbox.com/en-us/games/store/Star-Renegades/9PK5S1QKV10D,9PK5S1QKV10D,Xbox / PC,Touch Controls,Removed,Nov 2021,Sep 2020,79,RPG,No relation,E10,"FanVio, MilBlo, MilLan",,14,massive damange inc.,False,,,raw fury,2020-09-08T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.9,0.0,0,315,0,0,24.99,1971,1910,0.0,0.0,-3.9,-3.9,False,RPG,11.11,-11.11,11.11,,,0.02,-0.02,0.01,,,-0.2,-3.6999999999999997,-2.2,,,3rd Party
603,Final Fantasy VIII: Remastered,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-VIII-Remastered/9NNTSPSC35ZB,9NNTSPSC35ZB,Xbox / PC,None,Removed,Nov 2021,Sep 2019,78,Action / RPG,No relation,T,"MilBlo, MilLan, SugThe, UseAlc, Vio",,32,square enix,False,,,square enix,2019-09-03T00:00:00.0000000Z,30Days,4.8,0.0,0,12,0,0,7Days,4.6,0.0,0,7,0,0,AllTime,4.3,0.0,0,1265,0,0,19.99,2337,1910,58.33,0.55,0.5,0.3,False,Action / RPG,0.0,58.33,0.0,,,0.0,0.55,0.0,,,0.1,0.4,0.3,,,3rd Party
604,Planet Coaster,https://www.xbox.com/en-us/games/store/Planet-Coaster-Console-Edition/9NGRX7L5NB6M,9NGRX7L5NB6M,Xbox,Yes,Removed,Nov 2021,Nov 2016,85,Simulation,Optimized,E,"MilVio, CruHum",,17,frontier developments,False,,,frontier developments,2020-11-24T00:00:00.0000000Z,30Days,4.6,0.0,0,7,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,1475,0,0,49.99,3371,1910,0.0,0.0,1.1,-3.5,False,Simulation,16.67,-16.67,20.98,,,0.04,-0.04,0.08,,,-0.1,1.2000000000000002,0.25,,,3rd Party
605,Streets of Rogue,https://www.xbox.com/en-us/games/store/Streets-of-Rogue/9MZVTHHJKD3G,9MZVTHHJKD3G,Xbox / PC,Yes,Removed,Nov 2021,Jul 2019,82,RPG / Shooter / Action-Adventure,No relation,T,"BloGor, FanVio, MilLan, SimGam, DruAndAlcRef",,17,matt dabrowski,False,,,tinybuild,2019-07-12T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,767,0,0,19.99,2399,2063,0.0,0.0,-4.1,-4.1,False,RPG / Shooter / Action-Adventure,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-4.1,0.0,-4.1,,,3rd Party
606,The Gardens Between,https://www.xbox.com/en-us/games/store/The-Gardens-Between/9P4Z4TW66LPV,9P4Z4TW66LPV,Xbox / PC,Yes,Removed,Nov 2021,Sep 2018,82,Adventure / Puzzle,FPS Boost,E,,,25,the voxel agents,False,,,the voxel agents,2018-11-29T05:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,10358,0,0,19.99,2702,2641,0.0,0.0,-4.5,-4.5,False,Adventure / Puzzle,12.5,-12.5,0.0,,,0.02,-0.02,0.0,,,0.45,-4.95,0.8,,,3rd Party
607,Resident Evil Code: Veronica X,https://www.xbox.com/en-us/games/store/RESIDENT-EVIL-CODE-Veronica-X/BQW8J8XM62JW,BQW8J8XM62JW,XB360/OG Xbox,None,GwG Permanent,Oct 2021,Mar 2002,85,Survival,No relation,M,CarVio,,26,capcom,False,,,capcom,2011-09-08T00:00:00.0000000Z,30Days,4.3,0.0,0,30,0,0,7Days,3.9,0.0,0,8,0,0,AllTime,4.3,0.0,0,1890,0,0,19.99,8730,1576,26.67,0.42,0.0,-0.4,False,Survival,20.0,6.670000000000002,23.335,,,0.02,0.39999999999999997,0.035,,,0.0,0.0,-0.15,,,3rd Party
608,Aaero,https://www.xbox.com/en-us/games/store/Aaero/BZR51XD70NKD,BZR51XD70NKD,XB1/Series X|S,None,GwG Temporary,Oct 2021,Jul 2016,74,Action-Adventure,No relation,E10,FanVio,,24,mad fellows,False,,,mad fellows,2017-04-11T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,986,0,0,5.49,3494,1576,0.0,0.0,-3.8,-3.8,False,Action-Adventure,18.575,-18.575,0.0,,,0.055,-0.055,0.0,,,0.0,-3.8,0.0,,,3rd Party
609,Comanche,https://www.xbox.com/en-us/games/store/Comanche/9N2H2GRB4D0K,9N2H2GRB4D0K,PC,None,Removed,Oct 2021,Mar 2020,45,Action / Shooter / First-Person Shooter / Vehicular Combat,No relation,T,"Vio, Blo",,16,nukklear & ashborne games,False,,,thq,2021-08-26T13:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.1,0.0,0,320,0,0,19.99,2155,1910,0.0,0.0,-2.1,-2.1,False,Action / Shooter / First-Person Shooter / Vehicular Combat,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-2.1,0.0,-2.1,,,3rd Party
610,Eastshade,https://www.xbox.com/en-us/games/store/Eastshade/9PLCR0FR564K,9PLCR0FR564K,Xbox / PC,Touch Controls,Removed,Oct 2021,Feb 2019,78,Adventure,No relation,E10,"MilLan, UseAlc",,46,eastshade studios,False,,,eastshade studios,2019-10-21T12:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.9,0.0,0,1141,0,0,24.99,2549,1910,0.0,0.0,1.1,-3.9,False,Adventure,13.64,-13.64,0.0,,,0.02,-0.02,0.0,,,0.0,1.1,-3.2,,,3rd Party
611,Knights and Bikes,https://www.xbox.com/en-us/games/store/Knights-and-Bikes/9P64KV1HQK07,9P64KV1HQK07,Xbox / PC,None,Removed,Oct 2021,Aug 2019,79,RPG / Action-Adventure,No relation,E10,"FanVio, AlcRef, MilLan, CruHum",,22,foam sword games,False,,,xbox game studios,2020-11-05T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.9,0.0,0,302,0,0,19.99,2368,1910,0.0,0.0,-3.9,-3.9,False,RPG / Action-Adventure,21.715,-21.715,0.0,,,0.05500000000000001,-0.05500000000000001,0.0,,,-0.1,-3.8,-1.65,,,2nd Party
612,Five Nights at Freddy's,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys/9N5253J559LR,9N5253J559LR,Xbox / PC,Yes,Removed,Oct 2021,Aug 2014,78,Strategy / Adventure,No relation,T,FanVio,,23,"scottgames, llc",False,,,clickteam llc usa,2019-11-29T00:00:00.0000000Z,30Days,4.8,0.0,0,126,0,0,7Days,4.8,0.0,0,30,0,0,AllTime,4.6,0.0,0,6290,0,0,7.99,4194,1941,23.81,0.48,0.2,0.2,False,Strategy / Adventure,19.009999999999998,4.800000000000001,20.915,,,0.26,0.21999999999999997,0.495,,,0.1,0.1,0.1,,,3rd Party
613,Five Nights at Freddy's 2,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-2/9NBR2ZSD99FX,9NBR2ZSD99FX,Xbox / PC,Yes,Removed,Oct 2021,Nov 2014,62,Strategy / Adventure,No relation,T,FanVio,,23,"scottgames, llc",False,,,clickteam llc usa,2019-11-29T00:00:00.0000000Z,30Days,4.6,0.0,0,111,0,0,7Days,4.8,0.0,0,20,0,0,AllTime,4.6,0.0,0,3919,0,0,7.99,4102,1941,18.02,0.51,0.0,0.2,False,Strategy / Adventure,19.009999999999998,-0.9899999999999984,20.915,,,0.26,0.25,0.495,,,0.1,-0.1,0.1,,,3rd Party
614,Five Nights at Freddy's 3,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-3/9P6N7LQ4HZFD,9P6N7LQ4HZFD,Xbox / PC,Yes,Removed,Oct 2021,Mar 2015,68,Adventure,No relation,T,FanVio,,21,"scottgames, llc",False,,,clickteam llc usa,2019-11-29T00:00:00.0000000Z,30Days,4.7,0.0,0,41,0,0,7Days,4.8,0.0,0,9,0,0,AllTime,4.4,0.0,0,1694,0,0,7.99,3982,1941,21.95,0.53,0.3,0.4,False,Adventure,13.64,8.309999999999999,12.375,,,0.02,0.51,0.025,,,0.0,0.3,-0.05,,,3rd Party
615,Five Nights at Freddy's 4,https://www.xbox.com/en-us/games/store/Five-Nights-at-Freddys-4/9PLDLMPLR7JV,9PLDLMPLR7JV,Xbox / PC,Yes,Removed,Oct 2021,Jul 2015,51,Adventure,No relation,T,FanVio,,21,"scottgames, llc",False,,,clickteam llc usa,2019-11-29T00:00:00.0000000Z,30Days,4.6,0.0,0,61,0,0,7Days,4.3,0.0,0,17,0,0,AllTime,4.5,0.0,0,2691,0,0,7.99,3860,1941,27.87,0.63,0.1,-0.2,False,Adventure,13.64,14.23,12.375,,,0.02,0.61,0.025,,,0.0,0.1,-0.05,,,3rd Party
616,Unruly Heroes,https://www.xbox.com/en-us/games/store/Unruly-Heroes/9NBC54MT6KHX,9NBC54MT6KHX,Xbox / PC,Yes,Removed,Oct 2021,Jan 2019,79,Brawler / Platformer / Action-Adventure,FPS Boost,E10,"FanVio, CruHum",,16,magic design studios,False,,,magic design studios,2019-01-23T14:00:00.0000000Z,30Days,4.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,565,0,0,19.99,2580,1941,0.0,0.0,0.0,-4.0,False,Brawler / Platformer / Action-Adventure,25.0,-25.0,25.0,,,0.01,-0.01,0.01,,,0.1,-0.1,0.1,,,3rd Party
617,Carto,https://www.xbox.com/en-us/games/store/Carto/9NJ2XXPJVDRD,9NJ2XXPJVDRD,Xbox / PC,None,Removed,Oct 2021,Oct 2020,73,Adventure / Puzzle,No relation,E,ComMis,,18,sunhead games,False,,,humble games,2020-10-27T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.4,0.0,0,574,0,0,19.99,1941,1941,0.0,0.0,-4.4,-4.4,True,Adventure / Puzzle,12.5,-12.5,0.0,,,0.02,-0.02,0.0,,,0.45,-4.8500000000000005,0.8,,,3rd Party
618,Shantae: Half-Genie Hero,https://www.xbox.com/en-us/games/store/Shantae-Half-Genie-Hero/C016H4M7FPRC,C016H4M7FPRC,PC,None,Removed,Oct 2021,Dec 2016,76,Platformer,No relation,T,"SugThe, CarVio",,18,wayforward,False,,,wayforward,2016-12-20T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,1578,0,0,19.99,3341,2672,0.0,0.0,-4.5,-4.5,False,Platformer,20.0,-20.0,20.0,,,0.04,-0.04,0.035,,,0.0,-4.5,0.2,,,3rd Party
619,Castlevania: Harmony of Despair,https://www.xbox.com/en-us/games/store/Castlevania-Harmony-of-Despair/BZS1294V9FQ3,BZS1294V9FQ3,XB360/OG Xbox,None,GwG Permanent,Oct 2021,May 2013,74,Action,No relation,T,"FanVio, BloGor, MilLan, MilSugThe",,26,konami,False,,,konami,2010-07-28T00:00:00.0000000Z,30Days,4.3,0.0,0,3,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.3,0.0,0,728,0,0,14.99,4651,1576,33.33,0.14,0.0,0.7,False,Action,13.64,19.689999999999998,12.375,,,0.02,0.12000000000000001,0.025,,,0.0,0.0,0.1,,,3rd Party
620,Mulaka,https://www.xbox.com/en-us/games/store/Mulaka/BZJH12CJ6N3R,BZJH12CJ6N3R,XB1/Series X|S,None,GwG Temporary,Oct 2021,May 2017,70,Adventure,No relation,T,"Blo, Vio",,14,lienzo,False,,,lienzo,2018-03-02T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,549,0,0,19.99,3190,1606,0.0,0.0,1.6,-3.4,False,Adventure,13.64,-13.64,12.375,,,0.02,-0.02,0.025,,,0.0,1.6,-0.05,,,3rd Party
621,GoNNER2,https://www.xbox.com/en-us/games/store/GONNER2/9NRZHK9QN558,9NRZHK9QN558,Xbox / PC,Touch Controls,Removed,Oct 2021,Oct 2020,75,Action / Platformer,Optimized,E10,"MilFanVio, CruHum",,28,art in heart,False,,,raw fury,2020-10-22T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.2,0.0,0,121,0,0,12.99,1941,1941,0.0,0.0,-3.2,-3.2,True,Action / Platformer,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.65,-1.5500000000000003,-3.2,,,3rd Party
622,Heave Ho,https://www.xbox.com/en-us/games/store/Heave-Ho/9P8JHRDVBLHB,9P8JHRDVBLHB,PC,None,Removed,Oct 2021,Aug 2019,76,Platformer,No relation,E10,"MilFanVio, MilBlo, CruHum",,15,le cartel,False,,,devolver digital,2020-10-15T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,121,0,0,9.99,2368,1941,0.0,0.0,-4.0,-4.0,False,Platformer,20.0,-20.0,24.25,,,0.04,-0.04,0.08499999999999999,,,0.0,-4.0,-0.5,,,3rd Party
623,Tales of Vesperia: Definitive Edition,https://www.xbox.com/en-us/games/store/Tales-of-Vesperia-Definitive-Edition/BZBX8JFCDBPR,BZBX8JFCDBPR,Xbox / PC,None,Removed,Oct 2021,Jan 2019,80,RPG / Action-Adventure,No relation,T,"FanVio, Blo, SugThe, AlcRef, MilLan, SimGam",,13,originally developed by bandai namco studios inc.,False,,,bandai namco,2019-01-11T00:00:00.0000000Z,30Days,4.3,0.0,0,9,0,0,7Days,5.0,0.0,0,2,0,0,AllTime,4.4,0.0,0,1580,0,0,49.99,2580,1941,22.22,0.13,-0.1,0.6,False,RPG / Action-Adventure,21.715,0.504999999999999,27.775,,,0.05500000000000001,0.075,0.08499999999999999,,,-0.1,0.0,-0.3,,,3rd Party
624,The Swords of Ditto: Mormo's Curse,https://www.xbox.com/en-us/games/store/The-Swords-of-Ditto-Mormos-Curse/9NF2DDV5RTH8,9NF2DDV5RTH8,PC,None,Removed,Oct 2021,Apr 2018,76,Action / RPG,No relation,E10,"CruHum, FanVio, MilLan",,12,onebitbeyond,False,,,devolver digital,2020-10-15T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,131,0,0,14.99,2855,1941,0.0,0.0,-3.8,-3.8,False,Action / RPG,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,-3.9,-3.6,,,3rd Party
625,Samurai Shodown II,https://www.xbox.com/en-us/games/store/Samurai-Shodown-II/C1MRBXQVJVDQ,C1MRBXQVJVDQ,XB360/OG Xbox,None,GwG Permanent,Sep 2021,Jun 1995,80,Fighting,No relation,T,"Blo, Lan, TobRef, Vio",,26,snk playmore,False,,,snk playmore,2009-12-03T00:00:00.0000000Z,30Days,4.0,0.0,0,1,0,0,7Days,4.0,0.0,0,1,0,0,AllTime,3.7,0.0,0,342,0,0,9.99,11195,1606,100.0,0.29,0.3,0.3,False,Fighting,14.29,85.71000000000001,15.23,,,0.03,0.26,0.055,,,0.0,0.3,0.05,,,3rd Party
626,Warhammer: Chaosbane,https://www.xbox.com/en-us/games/store/Warhammer-Chaosbane-Xbox-One/C0GMGV6XH996,C0GMGV6XH996,XB1/Series X|S,None,GwG Temporary,Sep 2021,May 2019,64,Action,No relation,M,"BloGor, Vio",,17,eko software,False,,,nacon,2019-06-04T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.2,0.0,0,1109,0,0,19.99,2460,1606,0.0,0.0,-3.2,-3.2,False,Action,13.64,-13.64,17.95,,,0.02,-0.02,0.1,,,0.0,-3.2,0.0,,,3rd Party
627,Ikenfell,https://www.xbox.com/en-us/games/store/Ikenfell/9P91S5ZL1P4D,9P91S5ZL1P4D,Xbox / PC,Touch Controls,Removed,Sep 2021,Oct 2020,74,RPG,No relation,T,"FanVio, MilBlo",,12,happy ray games,False,,,humble games,2020-10-08T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,533,0,0,19.99,1941,1941,0.0,0.0,-4.1,-4.1,True,RPG,11.11,-11.11,0.0,,,0.02,-0.02,0.0,,,-0.2,-3.8999999999999995,-0.25,,,3rd Party
