,Game,url,ProductID,System,xCloud,Status,Removed,Release,Metacritic,Genre_x,Series_X_S,ESRB_x,ESRB_Content_Descriptors,Community_Notes,asset_count,developer,has_gamepass_remediation,is_xpa,prices,publisher,release_date,rating_30_days.AggregateTimeSpan,rating_30_days_avg,rating_30_days.PlayCount,rating_30_days.PurchaseCount,rating_30_days_count,rating_30_days.RentalCount,rating_30_days.TrialCount,rating_7_days.AggregateTimeSpan,rating_7_days_avg,rating_7_days.PlayCount,rating_7_days.PurchaseCount,rating_7_days_count,rating_7_days.RentalCount,rating_7_days.TrialCount,rating_alltime.AggregateTimeSpan,rating_alltime_avg,rating_alltime.PlayCount,rating_alltime.PurchaseCount,rating_alltime_count,rating_alltime.RentalCount,rating_alltime.TrialCount,current_price,days_since_release,days_since_gp_add,momentum,discovery_capture,quality_retention,rating_trend_7d_vs_alltime,is_day_one_gp,Genre,genre_median_momentum,lift_vs_genre_momentum,conditioned_median_momentum,lift_vs_rating_momentum,zscore_momentum,genre_median_discovery_capture,lift_vs_genre_discovery_capture,conditioned_median_discovery_capture,lift_vs_rating_discovery_capture,zscore_discovery_capture,genre_median_quality_retention,lift_vs_genre_quality_retention,conditioned_median_quality_retention,lift_vs_rating_quality_retention,zscore_quality_retention,party_type
925,The Golf Club 2019 featuring PGA Tour,https://www.xbox.com/en-us/games/store/The-Golf-Club-2019-featuring-PGA-TOUR/C08XR9BB6TH5,C08XR9BB6TH5,XB1/Series X|S,None,GwG Temporary,Jun 2019,Aug 2019,72,Sports,No relation,E,ComMis,,14,h.b. studios multimedia limited,False,,,2k,2018-08-28T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.9,0.0,0,1743,0,0,0.0,2368,2460,0.0,0.0,-1.9,-2.9,False,Sports,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.9,0.0,-1.95,,,3rd Party
926,Ultimate Marvel vs. Capcom 3,https://www.xbox.com/en-us/games/store/ULTIMATE-MARVEL-VS-CAPCOM-3/BV701FMDP6SX,BV701FMDP6SX,Xbox,None,Removed,Jun 2019,Nov 2011,78,Fighting,No relation,T,"UseAlc, MilBlo, SugThe, MilLan, ParNud, Vio",,11,capcom,False,,,capcom,2017-03-07T00:00:00.0000000Z,30Days,4.8,0.0,0,9,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,4.3,0.0,0,1741,0,0,24.99,5198,2580,11.11,0.06,0.5,0.7,False,Fighting,14.29,-3.1799999999999997,15.23,,,0.03,0.03,0.055,,,0.0,0.5,0.05,,,3rd Party
927,Shadow Complex: Remastered,https://www.xbox.com/en-us/games/store/Shadow-Complex-Remastered/BPP935F82L43,BPP935F82L43,Xbox,None,Removed,Jun 2019,Aug 2009,80,Shooter / Action-Adventure,No relation,T,"Vio, MilLan",,14,"chair entertainment, hardsuit labs",False,,,epic games inc.,2016-03-16T00:00:00.0000000Z,30Days,4.0,0.0,0,2,0,0,7Days,3.0,0.0,0,1,0,0,AllTime,4.2,0.0,0,1141,0,0,14.99,6020,2764,50.0,0.09,-0.2,-1.2,False,Shooter / Action-Adventure,24.56,25.44,27.49,,,0.08499999999999999,0.0050000000000000044,0.125,,,-0.15000000000000002,-0.04999999999999999,-0.2,,,3rd Party
928,Zombie Army Trilogy,https://www.xbox.com/en-us/games/store/Zombie-Army-Trilogy/C0TMGF97V9LJ,C0TMGF97V9LJ,Xbox,None,Removed,Jun 2019,Mar 2015,62,Shooter / Compilation,No relation,M,"UseAlc, BloGor, IntVio",,16,rebellion,False,,,rebellion,2015-03-06T00:00:00.0000000Z,30Days,5.0,0.0,0,3,0,0,7Days,5.0,0.0,0,2,0,0,AllTime,4.4,0.0,0,6601,0,0,49.99,3982,2764,66.67,0.03,0.6,0.6,False,Shooter / Compilation,66.67,0.0,66.67,,,0.03,0.0,0.03,,,0.6,0.0,0.6,,,3rd Party
929,Next Up Hero,https://www.xbox.com/en-us/games/store/Next-Up-Hero/BQS7GXV4PSDT,BQS7GXV4PSDT,Xbox,None,Removed,Jun 2019,Jul 2017,61,Action-Adventure,No relation,E10,FanVio,,22,digital continue,False,,,aspyr,2018-06-28T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.7,0.0,0,301,0,0,19.99,3129,2794,0.0,0.0,-2.7,-2.7,False,Action-Adventure,18.575,-18.575,0.0,,,0.055,-0.055,0.0,,,0.0,-2.7,0.0,,,3rd Party
930,Comic Jumper,https://www.xbox.com/en-us/games/store/Comic-Jumper/C3526907V0HD,C3526907V0HD,XB360/OG Xbox,None,GwG Permanent,May 2019,Oct 2012,75,Action-Adventure,No relation,T,"CruHum, SugThe, Lan, CarVio",,26,"twisted pixel games, llc",False,,,xbox game studios,2010-08-10T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,469,0,0,14.99,4863,2460,0.0,0.0,-3.5,-3.5,False,Action-Adventure,18.575,-18.575,0.0,,,0.055,-0.055,0.0,,,0.0,-3.5,0.0,,,2nd Party
931,Marooners,https://www.xbox.com/en-us/games/store/Marooners/BSSVQ12JCBNH,BSSVQ12JCBNH,XB1/Series X|S,None,GwG Temporary,May 2019,Jul 2015,73,Party,No relation,E,MilFanVio,,19,m2h,False,,,m2h,2018-02-06T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,2.7,0.0,0,981,0,0,9.99,3860,2460,0.0,0.0,2.3,-2.7,False,Party,33.335,-33.335,0.0,,,0.065,-0.065,0.0,,,1.7,0.5999999999999999,2.3,,,3rd Party
932,Earth Defense Force: Insect Armageddon,https://www.xbox.com/en-us/games/store/Earth-Defense-Force-IA/BZKT9SRLVX3Z,BZKT9SRLVX3Z,XB360/OG Xbox,None,GwG Permanent,May 2019,Jul 2011,76,Shooter,No relation,T,"AniBlo, Vio, MilLan, MilSugThe",,15,"vicious cycle software, inc.",False,,,d3 publisher,2011-07-05T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,472,0,0,19.99,5321,2460,0.0,0.0,-3.8,-3.8,False,Shooter,20.375,-20.375,28.57,,,0.06,-0.06,0.12,,,0.15000000000000002,-3.9499999999999997,0.2,,,3rd Party
933,Outcast: Second Contact,https://www.xbox.com/en-us/games/store/Outcast-Second-Contact/BSJCH71J6BZF,BSJCH71J6BZF,XB1/Series X|S,None,GwG Temporary,May 2019,Mar 2017,69,Action-Adventure,No relation,T,"MilBlo, Vio, Lan",,19,appeal,False,,,bigben,2017-11-28T00:00:00.0000000Z,30Days,3.7,0.0,0,3,0,0,7Days,3.0,0.0,0,2,0,0,AllTime,2.5,0.0,0,1418,0,0,14.99,3251,2490,66.67,0.14,1.2,0.5,False,Action-Adventure,18.575,48.095,0.0,,,0.055,0.08500000000000002,0.0,,,0.0,1.2,0.0,,,3rd Party
934,LEGO Star Wars: The Complete Saga,https://www.xbox.com/en-us/games/store/LEGO-Star-Wars-TCS/BTT25GGLG6KD,BTT25GGLG6KD,Xbox,None,Removed,May 2019,Nov 2007,80,Action / Action-Adventure,No relation,E10,CarVio,,17,"traveller's tales (uk), ltd.",False,,,disney,2009-08-06T00:00:00.0000000Z,30Days,4.7,0.0,0,15,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.7,0.0,0,5843,0,0,19.99,6659,2794,0.0,0.0,0.0,-4.7,False,Action / Action-Adventure,8.065,-8.065,16.665,,,0.02,-0.02,0.15,,,0.0,0.0,0.0,,,3rd Party
935,STAR WARS: Knights of the Old Republic,https://www.xbox.com/en-us/games/store/STAR-WARS-Knights-of-the-Old-Republic/BS8LFD7729CL,BS8LFD7729CL,Xbox,None,Removed,May 2019,Jul 2003,94,RPG,No relation,T,,,24,bioware,False,,,disney,2003-09-12T00:00:00.0000000Z,30Days,4.8,0.0,0,43,0,0,7Days,4.9,0.0,0,14,0,0,AllTime,4.7,0.0,0,4621,0,0,9.99,8243,2794,32.56,0.3,0.1,0.2,False,RPG,11.11,21.450000000000003,0.0,,,0.02,0.27999999999999997,0.0,,,-0.2,0.30000000000000004,-0.25,,,3rd Party
936,Star Wars: The Force Unleashed,https://www.xbox.com/en-us/games/store/Star-Wars-The-Force-Unleashed-II/BS68QN8SV1BN,BS68QN8SV1BN,Xbox,None,Removed,May 2019,Sep 2008,73,Action-Adventure,No relation,T,Vio,,15,disney,False,,,disney,2011-09-20T00:00:00.0000000Z,30Days,4.5,0.0,0,10,0,0,7Days,4.0,0.0,0,4,0,0,AllTime,4.2,0.0,0,2329,0,0,19.99,6354,2794,40.0,0.17,0.3,-0.2,False,Action-Adventure,18.575,21.425,0.0,,,0.055,0.11500000000000002,0.0,,,0.0,0.3,0.0,,,3rd Party
937,D4: Dark Dreams Don't Die,https://www.xbox.com/en-us/games/store/D4-Dark-Dreams-Dont-Die/BVGQMLJFSSZG,BVGQMLJFSSZG,Xbox,None,Removed,May 2019,Sep 2014,76,Adventure,No relation,M,"UseAlc, Blo, SexCon, UseDru, StrLan, IntVio",,29,access games,False,,,xbox game studios,2014-09-19T00:00:00.0000000Z,30Days,4.8,0.0,0,8,0,0,7Days,5.0,0.0,0,4,0,0,AllTime,3.9,0.0,0,9518,0,0,3.74,4163,3159,50.0,0.04,0.9,1.1,False,Adventure,13.64,36.36,14.29,,,0.02,0.02,0.03,,,0.0,0.9,0.2,,,2nd Party
938,Knight Squad,https://www.xbox.com/en-us/games/store/Knight-Squad/BQ9C40MT0WWK,BQ9C40MT0WWK,Xbox,None,Removed,May 2019,Nov 2015,71,Action,No relation,E10,FanVio,,16,chainsawesome games,False,,,chainsawesome games,2015-11-16T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,4888,0,0,14.99,3737,3159,0.0,0.0,1.6,-3.4,False,Action,13.64,-13.64,0.0,,,0.02,-0.02,0.0,,,0.0,1.6,-2.6,,,3rd Party
939,Layers of Fear,https://www.xbox.com/en-us/games/store/Layers-of-Fear-Masterpiece-Edition/BQNBKCDB2TPR,BQNBKCDB2TPR,Xbox,None,Removed,May 2019,Feb 2016,78,Adventure,No relation,M,"Blo, AlcRef, ParNud, StrLan, Vio",,22,bloober team,False,,,aspyr,2016-08-02T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.3,0.0,0,1425,0,0,22.99,3645,3159,0.0,0.0,-4.3,-4.3,False,Adventure,13.64,-13.64,14.29,,,0.02,-0.02,0.03,,,0.0,-4.3,0.2,,,3rd Party
940,Ms. Splosion Man,https://www.xbox.com/en-us/games/store/Ms-Splosion-Man/BT7Z7ZT6QRN1,BT7Z7ZT6QRN1,Xbox,None,Removed,May 2019,Jul 2011,83,Action / Platformer,No relation,T,"MilLyr, DruRef, MilSugThe, CarVio",,26,"twisted pixel games, llc",False,,,xbox game studios,2011-07-13T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.6,0.0,0,283,0,0,9.99,5321,3159,0.0,0.0,-3.6,-3.6,False,Action / Platformer,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.65,-1.9500000000000002,-0.7,,,2nd Party
941,Super Mega Baseball: Extra Innings,https://www.xbox.com/en-us/games/store/Super-Mega-Baseball-Extra-Innings/BNV84CCNXB7J,BNV84CCNXB7J,Xbox,None,Removed,May 2019,Aug 2015,80,Baseball,No relation,E,"AlcRef, TobRef",,16,metalhead software inc.,False,,,metalhead software inc.,2015-08-14T00:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.3,0.0,0,3022,0,0,12.99,3829,3159,0.0,0.0,1.7,-3.3,False,Baseball,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.7,0.0,1.7,,,3rd Party
942,The Technomancer,https://www.xbox.com/en-us/games/store/The-Technomancer/BSN5GB25HM2M,BSN5GB25HM2M,XB1/Series X|S,None,GwG Temporary,Apr 2019,Jun 2016,63,Action-Adventure,No relation,M,"Blo, SexThe, DruRef, StrLan, Vio",,20,spiders,False,,,focus entertainment,2016-06-28T00:00:00.0000000Z,30Days,2.2,0.0,0,5,0,0,7Days,4.0,0.0,0,1,0,0,AllTime,3.6,0.0,0,3564,0,0,9.99,3524,2490,20.0,0.03,-1.4,0.4,False,Action-Adventure,18.575,1.4250000000000007,20.0,,,0.055,-0.025,0.09,,,0.0,-1.4,-0.1,,,3rd Party
943,Star Wars: Battlefront II,https://www.xbox.com/en-us/games/store/STAR-WARS-Battlefront-II/C0GWTPD0S8S1,C0GWTPD0S8S1,XB360/OG Xbox,None,GwG Permanent,Apr 2019,Nov 2017,82,Shooter,Enhanced,T,Vio,,25,dice,False,,,electronic arts,2017-11-17T00:00:00.0000000Z,30Days,4.3,0.0,0,159,0,0,7Days,4.3,0.0,0,50,0,0,AllTime,3.7,0.0,0,27975,0,0,19.99,3006,2490,31.45,0.18,0.6,0.6,False,Shooter,20.375,11.075,28.57,,,0.06,0.12,0.12,,,0.15000000000000002,0.44999999999999996,0.2,,,3rd Party
944,Plants vs. Zombies: Garden Warfare 2,https://www.xbox.com/en-us/games/store/Plants-vs-Zombies-Garden-Warfare-2/BNRH7BRC1D02,BNRH7BRC1D02,XB1/Series X|S,None,GwG Temporary,Apr 2019,Feb 2016,83,Shooter,No relation,E10,"FanVio, CruHum, AniBlo",,24,electronic arts,False,,,electronic arts,2016-02-23T00:00:00.0000000Z,30Days,3.8,0.0,0,400,0,0,7Days,3.8,0.0,0,83,0,0,AllTime,4.5,0.0,0,36512,0,0,19.99,3645,2521,20.75,0.23,-0.7,-0.7,False,Shooter,20.375,0.375,0.0,,,0.06,0.17,0.0,,,0.15000000000000002,-0.85,-2.4,,,3rd Party
945,OlliOlli2: XL Edition,https://www.xbox.com/en-us/games/store/OlliOlli2-XL-Edition/BNR4SFLN2Q2K,BNR4SFLN2Q2K,Xbox,None,Removed,Apr 2019,Aug 2016,83,Skateboarding,No relation,T,"Vio, Blo",,23,roll7,False,,,team17,2016-05-24T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,335,0,0,14.99,3463,2641,0.0,0.0,-3.5,-3.5,False,Skateboarding,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.0,-0.5,-2.8,,,3rd Party
946,Sheltered,https://www.xbox.com/en-us/games/store/Sheltered/BZX1G0C724KC,BZX1G0C724KC,Xbox,None,Removed,Apr 2019,Mar 2016,69,Strategy / RPG,No relation,T,"FanVio, MilBlo, Lan, CruHum",,21,unicube & team17 digital ltd,False,,,team17,2016-03-15T00:00:00.0000000Z,30Days,5.0,0.0,0,3,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,2828,0,0,14.99,3616,2641,0.0,0.0,1.2,-3.8,False,Strategy / RPG,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-0.7,1.9,-1.4000000000000001,,,3rd Party
947,Homefront: The Revolution,https://www.xbox.com/en-us/games/store/Homefront-The-Revolution/BRGLM9V090GW,BRGLM9V090GW,Xbox,None,Removed,Apr 2019,May 2016,49,First-Person Shooter,FPS Boost,M,"Blo, SugThe, DruRef, StrLan, IntVio",,16,dambuster studios,False,,,deep silver,2016-05-17T00:00:00.0000000Z,30Days,4.1,0.0,0,34,0,0,7Days,3.6,0.0,0,10,0,0,AllTime,3.2,0.0,0,10255,0,0,19.99,3555,2825,29.41,0.1,0.9,0.4,False,First-Person Shooter,24.04,5.370000000000001,26.295,,,0.08,0.020000000000000004,0.085,,,0.0,0.9,0.05,,,3rd Party
948,OlliOlli,https://www.xbox.com/en-us/games/store/OlliOlli/C1B2VZ28CX32,C1B2VZ28CX32,Xbox,None,Removed,Apr 2019,Jan 2014,78,Skateboarding,No relation,E,,,14,carbon,False,,,curve digital,2015-03-06T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.2,0.0,0,875,0,0,9.99,4406,3159,0.0,0.0,-3.2,-3.2,False,Skateboarding,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.0,-0.20000000000000018,-3.2,,,3rd Party
949,Pumped BMX +,https://www.xbox.com/en-us/games/store/Pumped-BMX/BX1N3BP6QK83,BX1N3BP6QK83,Xbox,None,Removed,Apr 2019,Sep 2015,56,Action / Driving/Racing,No relation,E,,,19,"yeah us!
carbon",False,,,curve digital,2015-09-18T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.4,0.0,0,1103,0,0,9.99,3798,3159,0.0,0.0,-2.4,-3.4,False,Action / Driving/Racing,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-2.4,0.0,-2.4,,,3rd Party
950,The Swapper,https://www.xbox.com/en-us/games/store/The-Swapper/BXSPZM4KZS5F,BXSPZM4KZS5F,Xbox,None,Removed,Apr 2019,May 2013,92,Puzzle / Platformer,No relation,E10,FanVio,,16,carbon,False,,,curve digital,2015-06-05T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,1183,0,0,14.99,4651,3159,0.0,0.0,-4.0,-4.0,False,Puzzle / Platformer,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.55,-0.4500000000000002,-2.65,,,3rd Party
951,Metal Gear Rising: Revengeance,https://www.xbox.com/en-us/games/store/METAL-GEAR-RISING-REVENGEANCE/BR6HQDNQT004,BR6HQDNQT004,XB360/OG Xbox,None,GwG Permanent,Mar 2019,Feb 2013,85,Action-Adventure,No relation,M,"BloGor, IntVio, StrLan",,12,platinumgames inc.,False,,,konami,2013-02-19T00:00:00.0000000Z,30Days,4.8,0.0,0,47,0,0,7Days,4.9,0.0,0,7,0,0,AllTime,4.8,0.0,0,5074,0,0,19.99,4740,2521,14.89,0.14,0.0,0.1,False,Action-Adventure,18.575,-3.6849999999999987,20.0,,,0.055,0.08500000000000002,0.09,,,0.0,0.0,-0.1,,,3rd Party
952,Adventure Time: Pirates of the Enchiridion,https://www.xbox.com/en-us/games/store/Adventure-Time-Pirates-of-the-Enchiridion/C3QT3QJ9GZPL,C3QT3QJ9GZPL,XB1/Series X|S,None,GwG Temporary,Mar 2019,Jul 2018,57,Action-Adventure,No relation,E10,"ComMis, CarVio",,18,climax studios,False,,,outright games,2018-07-17T00:00:00.0000000Z,30Days,4.6,0.0,0,7,0,0,7Days,5.0,0.0,0,1,0,0,AllTime,3.8,0.0,0,1507,0,0,24.99,2764,2521,14.29,0.07,0.8,1.2,False,Action-Adventure,18.575,-4.285,0.0,,,0.055,0.015000000000000006,0.0,,,0.0,0.8,0.0,,,3rd Party
953,Super Bomberman R,https://www.xbox.com/en-us/games/store/SUPER-BOMBERMAN-R/BVXMRFGQP17J,BVXMRFGQP17J,XB1/Series X|S,None,GwG Temporary,Mar 2019,Jun 2017,76,Action,No relation,E10,CarVio,,26,konami,False,,,konami,2018-06-12T00:00:00.0000000Z,30Days,3.5,0.0,0,2,0,0,7Days,2.0,0.0,0,1,0,0,AllTime,2.9,0.0,0,1333,0,0,39.99,3159,2549,50.0,0.08,0.6,-0.9,False,Action,13.64,36.36,0.0,,,0.02,0.06,0.0,,,0.0,0.6,-2.6,,,3rd Party
954,Kingdom: New Lands,https://www.xbox.com/en-us/games/store/Kingdom-New-Lands/C3L6F8GL5LJK,C3L6F8GL5LJK,Xbox,None,Removed,Mar 2019,Oct 2015,87,Strategy / Adventure / Simulation,No relation,E10,FanVio,,18,noio,False,,,raw fury,2016-08-09T00:00:00.0000000Z,30Days,4.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.3,0.0,0,928,0,0,14.99,3768,2855,0.0,0.0,-0.3,-4.3,False,Strategy / Adventure / Simulation,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.75,1.45,-0.3,,,3rd Party
955,Late Shift,https://www.xbox.com/en-us/games/store/Late-Shift/BSZFRVD8JTJF,BSZFRVD8JTJF,Xbox,None,Removed,Mar 2019,Apr 2017,72,Adventure,No relation,M,"Vio, Blo, StrLan",,16,ctrlmovie,False,,,wales interactive,2017-04-18T00:00:00.0000000Z,30Days,3.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.5,0.0,0,1859,0,0,12.49,3220,2855,0.0,0.0,-1.5,-4.5,False,Adventure,13.64,-13.64,14.29,,,0.02,-0.02,0.03,,,0.0,-1.5,0.2,,,3rd Party
956,Sacred Citadel,https://www.xbox.com/en-us/games/store/Sacred-Citadel/C52K72Q65KGK,C52K72Q65KGK,Xbox,None,Removed,Mar 2019,Apr 2013,63,Brawler / Action-Adventure,No relation,T,"Vio, Blo",,11,southend interactive,False,,,deep silver,2013-04-17T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,1.0,0.0,0,1,0,0,AllTime,3.9,0.0,0,355,0,0,9.99,4681,2855,100.0,0.28,-2.9,-2.9,False,Brawler / Action-Adventure,100.0,0.0,100.0,,,0.28,0.0,0.28,,,0.0,-2.9,-2.9,,,3rd Party
957,Star Wars Jedi Knight: Jedi Academy,https://www.xbox.com/en-us/games/store/STAR-WARS-Jedi-Knight-Jedi-Academy/BS7CR1KN2W1H,BS7CR1KN2W1H,XB360/OG Xbox,None,GwG Permanent,Feb 2019,Sep 2003,89,Shooter,Enhanced,T,Vio,,14,raven software,False,,,disney,2018-04-23T00:00:00.0000000Z,30Days,4.2,0.0,0,6,0,0,7Days,1.0,0.0,0,1,0,0,AllTime,4.3,0.0,0,1180,0,0,9.99,8181,2549,16.67,0.08,-0.1,-3.3,False,Shooter,20.375,-3.7049999999999983,28.57,,,0.06,0.020000000000000004,0.12,,,0.15000000000000002,-0.25,0.2,,,3rd Party
958,Bloodstained: Curse of the Moon,https://www.xbox.com/en-us/games/store/Bloodstained-Curse-of-the-Moon/BTG951RGX7QD,BTG951RGX7QD,XB1/Series X|S,None,GwG Temporary,Feb 2019,May 2018,81,Action,No relation,E10,"FanVio, MilBlo",,22,inti creates,False,,,inti creates,2018-06-06T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.0,0.0,0,1310,0,0,9.99,2825,2549,0.0,0.0,-4.0,-4.0,False,Action,13.64,-13.64,0.0,,,0.02,-0.02,0.0,,,0.0,-4.0,-2.6,,,3rd Party
959,F1 2015,https://www.xbox.com/en-us/games/store/F1-2015/BRQ7QHZDWV1C,BRQ7QHZDWV1C,Xbox,None,Removed,Feb 2019,Jul 2015,64,Driving/Racing,No relation,E,,,18,electronic arts,False,,,electronic arts,2015-07-21T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.2,0.0,0,4499,0,0,0.0,3860,3129,0.0,0.0,-4.2,-4.2,False,Driving/Racing,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.1,-4.3,-0.2,,,3rd Party
